sep=;
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Title: Knovel Critical Tables (2nd Edition)"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Table: Aqueous Acid Dissociation Constants"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"material or substance name";"CAS Registry no.";"molecular formula";"common formula";"molecular weight";"dissociation step";"acid dissociation const., pKA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4-Hydroxybutyric acid";"591-81-1";"C4H8O3";"HO(CH2)3COOH";"104.105";"I";"4.71";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"o-hydroxycinnamic acid, predominantly trans";"614-60-8";"C9H8O3";"HOC6H4CHCHCOOH";"164.16";"I";"4.61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"m-hydroxycinnamic acid, predominantly trans";"14755-02-3";"C9H8O3";"HOC6H4CHCHCOOH";"164.158";"I";"4.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2-hydroxyglutamic acid";"";"C5H10NO5";"HOOCCH2CH2(OH)CH(NH2)COOH";"164.138";"I";"4.24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2-hydroxyglutamic acid";"";"C5H10NO5";"HOOCCH2CH2(OH)CH(NH2)COOH";"164.138";"II";"9.56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"cis-4-hydroxy-L-proline";"618-27-9";"C5H9NO3";"HOCHCH2CH(COOH)NHCH2";"131.131";"I";"9.66";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"hydroxymaleic acid";"328-42-7";"C4H4O5";"HOOCCHC(OH)COOH";"132.073";"I";"3.41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"hydroxymaleic acid";"328-42-7";"C4H4O5";"HOOCCHC(OH)COOH";"132.073";"II";"5.11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3-hydroxypropanoic acid";"503-66-2]";"C3H6O3";"HO(CH2)2COOH";"90.078";"I";"4.51";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8-hydroxyquinoline";"148-24-3";"C9H7NO";"HOC9H6N";"145.16";"I";"9.81";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"hypobromous acid";"13517-11-8";"HBrO";"HBrO";"96.9113";"I";"8.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"hypochloric acid ";"13898-47-0";"HClO2";"HClO2";"68.4597";"I";"1.97";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"hypochlorous acid ";"7790-92-3";"HClO";"HClO";"52.4603";"I";"7.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"hypoiodous acid";"14332-21-9";"HIO";"HIO";"143.912";"I";"10.64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Hypophosphoric acid";"7803-60-3";"H4O6P2";"H4P2O6";"161.976";"I";"2.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Hypophosphoric acid";"7803-60-3";"H4O6P2";"H4P2O6";"161.976";"II";"2.81";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Hypophosphoric acid";"7803-60-3";"H4O6P2";"H4P2O6";"161.976";"III";"7.27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Hypophosphoric acid";"7783-03-01";"H4O6P2";"H4P2O6";"161.976";"IV";"10.03";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"iodic acid";"7782-68-5";"HIO3";"HIO3";"175.911";"I";"0.79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"iodoacetic acid";"64-69-7";"C2H3IO2";"ICH2COOH";"185.949";"I";"3.17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2-iodobenzoic acid";"88-67-5";"C7H5IO2";"IC6H4COOH";"248.02";"I";"2.86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3-iodobenzoic acid";"618-51-9";"C7H5IO2";"IC6H4COOH";"248.02";"I";"3.86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"p-iodobenzoic acid";"619-58-9";"C7H5IO2";"IC6H4COOH";"248.02";"I";"3.93";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3-iodophenol";"626-02-8";"C6H5IO";"IC6H4OH";"220.009";"I";"9.06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4-iodophenol";"540-38-5";"C6H5IO";"IC6H4OH";"220.009";"I";"9.31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2-Iodophenylacetic acid";"";"C8H7IO2";"IC6H4CH2COOH";"262.044";"I";"4.04";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3-Iodophenylacetic acid";"";"C8H7IO2";"IC6H4CH2COOH";"262.044";"I";"4.16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4-Iodophenylacetic acid";"1798-06-7";"C8H7IO2";"IC6H4CH2COOH";"262.044";"I";"4.18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2-isobutenylpropanoic acid";"";"C7H12O2";"(CH3)2CCHCH(CH3)COOH";"128.169";"I";"4.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"isobutyric acid";"79-31-2";"C4H8O2";"(CH3)2CHCOOH";"88.106";"I";"4.86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"isobutyric acid";"79-31-2";"C4H8O2";"(CH3)2CHCOOH";"88.106";"I";"4.85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"isocinchomeronic acid";"100-26-5";"C7H5NO4";"(HOOC)2C5H3N";"167.121";"I";"2.35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"isocinnamic acid";"102-94-3";"C9H8O2";"C6H5CHCHCOOH";"148.161";"I";"3.88";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"L-isoleucine";"73-32-5";"C6H13NO2";"CH3CH2CH(CH3)CH(NH2)COOH";"131.174";"I";"9.76";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"isonicotinic acid";"55-22-1";"C6H5NO2";"HOOCC5H4N";"123.111";"I";"4.89";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"isonicotinic acid";"55-22-1";"C6H5NO2";"HOOCC5H4N";"123.111";"I";"5.32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"isophthalic acid";"121-91-5";"C8H6O4";"C6H4(COOH)2";"166.133";"I";"3.62";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"isophthalic acid";"121-91-5";"C8H6O4";"C6H4(COOH)2";"166.133";"II";"4.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"isopropyl acrylate";"689-12-3";"C6H10O2";"(CH3)2CHCHCHCOOH";"114.144";"I";"4.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4-Isopropylphenylacetic acid";"4476-28-2";"C11H14O2";"(CH3)2CHC6H4CH2COOH";"178.222";"I";"4.39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"lactic acid";"10326-41-7 [50-21-5]";"C3H6O3";"HOCH(CH3)COOH";"90.0786";"I";"3.86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"lauric acid";"143-07-7";"C12H24O2";"CH3(CH2)10COOH";"200.32";"I";"4.95";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"l-leucine";"61-90-5";"C6H13NO2";"(CH3)2CHCH2CH(NH2)COOH";"131.174";"I";"9.74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"lutidinic acid";"499-80-9";"C7H5NO4";"(HOOC)2C5H3N";"167.121";"I";"2.15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"maleic acid";"110-16-7";"C4H4O4";"HOOCCHCHCOOH";"116.073";"I";"1.92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"maleic acid";"110-16-7";"C4H4O4";"HOOCCHCHCOOH";"116.073";"II";"6.23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"malic acid";"617-48-1";"C4H6O5";"HOOCCH(OH)CH2COOH";"134.088";"I";"3.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"malic acid";"617-48-1";"C4H6O5";"HOOCCH(OH)CH2COOH";"134.088";"II";"5.11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Malonic acid";"141-82-2";"C3H4O4";"HOOCCH2COOH";"104.061";"I";"2.86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Malonic acid";"141-82-2";"C3H4O4";"HOOCCH2COOH";"104.061";"II";"5.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Knovel Critical Tables (2nd Edition) © 2008 Knovel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
